Ábelová,985 13,33
Oravský Podzámok,027 41,14
Ordzovany,053 06,31
Orechová,072 51,61
Orechová Potôň,930 02,15
Orechová Potôň - Lúky,930 52,15
Orechové,911 05,69
Oreské,072 23,37
Oreské,908 63,59
Orešany,956 06,67
Orkucany,083 01,56
Orlov,065 43,63
Orlové,017 01,48
Orovnica,966 52,77
Ortáše,044 44,27
Ortov,072 14,37
Ortuťová,086 12,4
Osádka,026 01,14
Osadné,067 34,60
Osikov,086 42,4
Oslany,972 47,50
Osrblie,976 45,10
Ostrá Lúka,962 61,76
Ostrany,980 26,53
Ostratice,956 34,43
Ostrov,072 55,61
Ostrov,922 01,45
Ostrovany,082 22,56
Ostrý Grúň,966 77,77
Osturňa,059 79,21
Osuské,906 12,58
Osušie,991 02,73
Oščadnica,023 01,12
Oškerda,023 32,29
Otrhánky,956 55,1
Otročok,982 62,52
Ovčiarsko,010 04,79
Ovčie,082 38,49
Ozdín,985 24,46
Ožďany,980 11,53
Pác,919 43,70
Pača,049 41,54
Pačérok,946 03,22
Padáň,929 01,15
Padarovce,980 23,53
Paderovce,919 30,70
Pagaňov,018 03,48
Pakostov,094 07,19
Palárikovo,941 11,42
Palcmanská Maša,053 76,62
Palín,072 13,37
Palota,068 01,36
Paľovce,925 92,16
Palúdzka,031 01,32
Paňa,951 05,40
Panické Dravce,985 32,33
Paňovce,044 71,27
Papča,980 23,53
Papín,067 33,19
Paprad,916 01,41
Papradno,018 13,48
Parchovany,076 62,68
Parihuzovce,067 35,60
Párnica,026 01,14
Párovské Háje,949 01,40
Partizánska Ľupča,032 15,32
Partizánske,,43
Partizánske - Šípok,,43
Paseky,985 45,13
Pasiečka,020 53,51
Pastovce,935 74,30
Pastovník,065 44,63
Pastuchov,920 63,18
Pašková,049 32,54
Paština Závada,013 41,79
Pata,925 53,16
Pataš,929 01,15
Patince,946 39,22
Pavčina Lehota,031 01,32
Pavel,945 04,22
Pavľany,053 71,31
Pavlice,919 42,70
Pavlová,943 59,42
Pavlova Ves,032 21,32
Pavlovce,094 31,74
Pavlovce,980 01,53
Pavlovce nad Uhom,072 14,37
Pavlovo,076 35,68
Pažiť,958 03,43
Pažite,023 36,29
Pčoliné,067 35,60
Pečeňady,922 07,45
Pečeňany,956 36,1
Pečenice,935 03,30
Pečovská Nová Ves,082 56,56
Peder,044 05,27
Peklina,013 41,79
Perín,044 74,27
Perín - Chym,044 74,27
Perkovce,951 26,40
Pernek,900 53,34
Petkovce,094 33,74
Peťov,991 06,73
Peťovka,913 26,69
Petrikovce,072 06,37
Petrová,027 05,14
Petrová,086 02,4
Petrova Lehota,913 26,69
Petrova Ves,908 44,59
Petrovany,082 53,49
Petrovce,072 62,61
Petrovce,094 31,74
Petrovce,980 35,53
Petrovce nad Laborcom,071 01,37
Petrovec,985 01,46
Petrovice,013 53,11
Petrovo,049 35,54
Pezinok,,44
Pežerňa,935 55,30
Piesky,072 04,37
Piesok,900 01,44
Piesok,976 81,10
Piešť I,962 12,13
Piešť II,962 12,13
Piešťany,921 01,45
Pichne,069 01,60
Pikovce,059 72,21
Píla,900 89,44
Píla,966 81,77
Píla,985 53,33
Pilhov,065 22,63
Pilhovčík,065 22,63
Pinciná,984 01,33
Pinkovce,072 54,61
Pinkove Kračany,930 03,15
Piskorovce,094 05,74
Pitelová,966 11,78
Pláne,013 53,11
Pláne,072 22,37
Plášťovce,935 82,30
Plavé Vozokany,935 69,30
Plavecké Podhradie,906 36,34
Plavecký Mikuláš,906 35,34
Plavecký Peter,906 35,58
Plavecký Štvrtok,900 68,34
Plaveč,065 44,63
Plavnica,065 45,63
Plechotice,075 01,68
Pleš,985 31,33
Plešivá,027 05,14
Plešivec,049 11,54
Plevník - Drienové,018 26,48
Pliešovce,962 63,76
Ploské,044 44,27
Ploské,982 65,52
Ploštín,031 01,32
Pobedim,916 23,41
Počarová,018 15,48
Počúvadlianske Jazero,969 01,3
Počúvadlo,969 01,3
Pod Braniskom,082 37,49
Pódafa,929 01,15
Podbanské,032 42,32
Podbiel,027 42,72
Podbranč,906 05,58
Podbrezová,976 81,10
Podčičva,094 09,74
Podháj,036 01,35
Podhájska,941 48,42
Podholie,976 64,10
Podhorany,059 93,21
Podhorany,082 12,49
Podhorany,951 46,40
Podhorie,013 18,79
Podhorie,018 54,20
Podhorie,018 61,51
Podhorie,906 11,58
Podhorie,969 82,3
Podhoroď,072 64,61
Podhrabina,082 15,49
Podhradie,038 52,35
Podhradie,955 01,67
Podhradie,972 42,50
Podhradík,080 06,49
Podjavorie (pri Lešti),962 63,76
Podjavorie (pri Pliešovci),962 63,76
Podjavorník,018 13,48
Podkonice,976 13,2
Podkriváň,985 51,13
Podkylava,916 16,38
Podlavice,974 01,2
Podlipníky,094 31,74
Podlužany,935 27,30
Podlužany,956 52,1
Podmanín,017 01,48
Podolie,916 22,41
Podolínec,065 03,63
Podpílie,065 41,63
Podproč,053 73,31
Podrečany,985 54,33
Podsadek,064 01,63
Podskalie,018 22,48
Podspády,059 56,47
Podtureň,033 01,32
Podvažie,017 04,48
Podvažie,018 52,20
Podvrch,916 16,38
Podvysoká,023 57,12
Podzámčok,962 61,76
Podzámok,065 44,63
Podzámok,906 05,58
Podzávoz,022 01,12
Pohorelá,976 69,10
Pohorelská Maša,976 69,10
Pohranice,951 02,40
Pohronská Polhora,976 56,10
Pohronský Bukovec,976 62,2
Pohronský Ruskov,935 62,30
Pochabany,956 38,1
Pokryváč,026 01,14
Poľanovce,053 05,31
Poľany,076 84,68
Polerieka,038 22,71
Poliakovce,086 11,4
Polianka,907 01,38
Polianky,985 45,13
Polichno,985 13,33
Polina,982 62,52
Polkanová (ostatné čísla),976 02,2
"Polkanová (č.d.1,2,3)",974 01,2
Polníky,913 32,69
Poľný Kesov,951 15,40
Polom,981 01,53
Poloma,082 73,56
Polomka,976 66,10
Polomy,962 63,76
Poltár,987 01,46
Poluvsie,013 13,79
Poluvsie,972 16,50
Pondelok,980 13,46
Pongrácovce,053 05,31
Ponická Huta,976 33,2
Ponická Lehôtka,976 33,2
Poniky,976 33,2
Poprad,058 01,47
Poproč,044 24,27
Poproč,982 67,53
Popudinské Močidľany,908 61,59
Poráč,053 23,62
Poriadie,906 22,38
Porostov,072 55,61
Poruba,972 11,50
Poruba pod Vihorlatom,072 32,37
Porúbka,013 11,79
Porúbka,067 41,19
Porúbka,072 61,61
Porúbka,086 12,4
Posádka,920 56,18
Poša,094 21,74
Póšfa,930 34,15
Potočok,991 22,73
Potok,023 56,12
Potok,034 83,55
Potok,982 67,53
Potoky,013 62,11
Potoky,082 71,56
Potoky,091 01,64
Potôčky,091 01,64
Potônské Lúky,930 52,15
Potvorice,916 25,41
Považany,916 26,41
Považská Bystrica,,48
Považská Teplá,017 05,48
Považské Podhradie,017 04,48
Považský Chlmec,010 03,79
Povina,023 33,29
Povoda,929 01,15
Povrazník,976 55,2
Pozba,941 51,42
Pozdišovce,072 01,37
Pôbišovo,976 64,10
Pôtor,991 03,73
Praha,985 11,33
Prakovce,055 62,17
Prašice,956 22,67
Prašník,922 11,45
Pravenec,972 16,50
Pravica,991 21,73
Pravotice,956 35,1
Praznov,017 01,48
Práznovce,955 01,67
Prečín,018 15,48
Predajná,976 63,10
Predjastrabie,013 55,11
Predmier,013 51,11
Predmier,023 54,12
Predná Hora,049 01,52
Predné Halny,977 01,10
Prejta,018 41,20
Prenčov,969 73,3
Preseľany,956 12,67
Preseľany nad Ipľom,936 01,30
Prestavlky,966 01,78
Prešov,,49
Príbelce,991 25,73
Pribeník,076 51,68
Pribeta,946 55,22
Pribiš,027 41,14
Pribišská,029 57,39
Príboj,991 01,73
Príbovce,038 42,35
Pribylina,032 42,32
Priechod,976 11,2
Priekopa,038 61,35
Priekopa,072 61,61
Prieloh,991 02,73
Priepasné,906 15,38
Prietrž,906 11,58
Prietržka,908 49,59
Prievaly,906 34,58
Prievidza,971 01,50
Prievidza - Kopanice,971 01,50
Prievidza - Necpaly,971 01,50
Prievidza - Píly,971 01,50
Prievidza - Staré Mesto,971 01,50
Prievidza - Štvrte,971 01,50
Prievrana,987 01,46
Prihradzany,049 14,52
Príkra,090 05,65
Prílepy,953 05,75
Primovce,059 12,47
Príslop,067 66,60
Prituľany,094 08,19
Proč,082 14,49
Prochot,966 04,78
Prosačov,094 31,74
Prosiek,032 23,32
Prosné,018 01,48
Prostredná Môlča,974 01,2
Prostredný Hámor,053 76,62
Prša,985 41,33
Pruské,018 52,20
Prusy,957 03,1
Pružina,018 22,48
Psiare,966 53,77
Pstriná,090 05,65
Pstruša,962 12,13
Pšurnovice,014 01,11
Ptičie,067 41,19
Ptrukša,076 77,37
Pucov,026 01,14
Púchov,020 01,51
Pukanec,935 05,30
Pustá Ves,922 11,45
Pusté,976 52,10
Pusté Čemerné,072 22,37
Pusté Pole,065 41,63
Pusté Sady,925 54,16
Pusté Úľany,925 28,16
Pustý Chotár,951 75,75
Pušovce,082 14,49
Rabča,029 44,39
Rabčice,029 45,39
Račice,972 22,50
Rad,076 37,68
Radatice,082 42,49
Radava,941 47,42
Radimov,908 47,59
Radiša,956 41,1
Radnovce,980 42,53
Radobica,972 48,50
Radoľa,023 36,29
Radoma,090 42,65
Radošina,956 05,67
Radošovce,908 63,59
Radošovce,919 30,70
Radôstka,023 04,12
Radvaň,974 05,2
Radvaň nad Dunajom,946 38,22
Radvaň nad Laborcom,067 01,36
Radvanovce,094 31,74
Radzovce,985 58,33
Rafajovce,094 05,74
Rajčany,956 32,67
Rajec,015 01,79
Rajecká Lesná,013 15,79
Rajecké Teplice,013 13,79
Rakoľuby,916 31,41
Rákoš,044 16,27
Rákoš,049 61,52
Rákošská Baňa,049 61,52
Raková,023 51,12
Rakovčík,089 01,65
Rakovec,053 76,62
Rakovec,956 41,1
Rakovec,962 65,28
Rakovec nad Ondavou,072 03,37
Rakovice,922 08,45
Rakovnica,049 31,54
Rakovo,038 42,35
Rakša,039 01,71
Rakúsy,059 76,21
Rakytník,980 21,53
Rakytovce,974 05,2
Rankovce,044 45,27
Rapovce,985 31,33
Raslavice,086 41,4
Rasochov,919 05,70
Rastice,930 39,15
Rastislavice,941 10,42
Rašice,982 62,52
Rašov,013 51,11
Ratka,986 01,33
Ratková,982 65,52
Ratkovce,920 42,18
Ratkovo,038 54,35
Ratkovská Lehota,982 65,53
Ratkovská Suchá,982 67,53
Ratkovská Zdychava,982 67,53
Ratkovské Bystré,982 66,52
Ratnovce,922 31,45
Ratvaj,082 66,56
Ráztočno,972 31,50
Ráztoka,018 03,48
Ráztoka,976 97,10
Ráztoky,013 62,11
Ráztoky,027 05,14
Ráztoky,053 32,62
Ražňany,082 61,56
"Reca (č. 380,381,383,384))",903 01,57
Reca (ostatné čísla),925 26,57
Regetovka,086 33,4
Rejdová,049 26,54
Reľov,059 04,21
Remata,972 51,50
Remeniny,094 31,74
Remetské Hámre,072 41,61
Renčišov,082 63,56
Repákovci,913 33,69
Repejov,067 04,36
Repište,966 03,78
Repištia,982 65,52
Rešica,044 73,27
Rešov,086 21,4
Revišné,027 54,14
Revištské Podzámčie,966 81,77
Revúca,050 01,52
Revúcka Lehota,049 18,52
Revúčka,050 01,52
Ridzina,072 16,37
"Riečka, ulica Nevoľné",976 34,2
"Riečka, ostatné ulice",974 01,2
Riečka,980 45,53
Riečky,023 22,12
Riečnica,023 05,12
Rieka,022 01,12
Richnava,053 51,17
Richvald,085 01,4
Rimavská Baňa,980 53,53
Rimavská Píla,980 61,53
Rimavská Seč,980 42,53
Rimavská Sobota,979 01,53
Rimavské Brezovo,980 54,53
Rimavské Janovce,980 01,53
Rimavské Zalužany,980 53,53
Rišňovce,951 21,40
Rohov,906 04,58
Rohovce,930 30,15
Rohožnica,935 34,30
Rohožník,094 07,19
Rohožník,906 38,34
Rochovce,049 36,54
Rojkov,034 92,55
Rokycany,082 41,49
Rokytov,086 01,4
Rokytov pri Humennom,067 13,19
Rokytovce,068 01,36
Rosina,013 22,79
Roškovce,053 02,31
Roškovce,067 02,36
Roštár,049 35,54
Rovensko,905 01,58
Rovinka,900 41,57
Rovňany,985 24,46
Rovné,018 03,48
Rovné,067 32,19
Rovné,090 16,65
Rovné,982 67,53
Rozbehy,906 33,58
Rozhanovce,044 42,27
Rozina,937 01,30
Rozložná,049 32,54
Roztoky,090 11,65
Rozvadze,913 11,69
Rožkovany,082 71,56
Rožňava,048 01,54
Rožňavská Baňa,048 01,54
Rožňavské Bystré,049 31,54
Rožňová Neporadza,913 26,69
Rožňové Mitice,913 22,69
Rúbaň,941 36,42
Rudica,972 48,50
Rudina,023 31,29
Rudinka,023 31,29
Rudinská,023 31,29
Rudlov,094 35,74
Rudlová,974 11,2
Rudná,048 01,54
Rudňany,053 23,62
Rudnianska Lehota,972 26,50
Rudník,044 23,27
Rudník,906 23,38
Rudno,038 22,71
Rudno nad Hronom,966 51,77
Rumanová,951 37,40
Rumince,980 50,53
Runina,067 65,60
Ruská,076 77,37
Ruská Bystrá,072 64,61
Ruská Kajňa,094 07,19
Ruská Nová Ves,080 05,49
Ruská Poruba,094 08,19
Ruská Voľa,094 31,74
Ruská Voľa nad Popradom,065 42,63
Ruská Volová,067 72,60
Ruské Pekľany,082 42,49
Ruskov,044 19,27
Ruskovce,072 42,61
Ruskovce,956 54,1
Ruský Hrabovec,072 64,61
Ruský Potok,067 66,60
Ružbachy - kúpele,065 02,63
Ružiná,985 52,33
Ružindol,919 61,70
Ružomberok,,55
Ružová dolina,919 01,70
Ružová Osada,985 42,46
Rybany,956 36,1
Rybáre,962 31,76
Rybárie,023 22,12
Rybárpole,034 01,55
Rybky,906 04,58
Rybník,935 23,30
Rybník,982 65,52
Rybníky,916 11,41
Rychňava,969 01,3
Rykynčice,962 55,28
Sabinov,083 01,56
Sabová,979 01,53
Sačurov,094 13,74
Sádočné,018 16,48
Sádok,958 44,43
Sady nad Torysou,044 41,27
Salajka,985 03,46
Salka,943 61,42
Salvátor,082 36,49
Sampor,962 31,76
Santovka,935 87,30
Sap,930 06,15
Sása,930 37,15
Sása,962 62,76
Sása,982 65,52
Sasinkovo,920 65,18
Sásová,974 11,2
Savčina,018 52,20
Sazdice,935 85,30
Sebedín,974 01,2
Sebedín - Bečov,974 01,2
Sebedražie,972 05,50
Sebechleby,962 66,28
Seč,972 26,50
Sečianky,991 10,73
Sečovce,078 01,68
Sečovská Polianka,094 14,74
Sedliacka Dubová,027 55,14
Sedlice,082 43,49
Sedličná,913 11,69
Sedliská,094 09,74
Sedmerovec,018 54,20
Sejkov,072 51,61
Sekule,908 80,58
Seľany,991 27,73
Selce,962 51,28
Selce,976 11,2
Selce,980 13,46
Selec,913 36,69
Seleška,044 71,27
Selešťany,991 06,73
Selice,925 72,66
Semerovo,941 32,42
Semeteš,023 55,12
Seňa,044 58,27
Senec,903 01,57
Seniakovce,082 03,49
Senica,905 01,58
Senica,974 01,2
Senné,072 13,37
Senné,991 01,73
Senohrad,962 43,28
Sereď,926 01,16
Setechov,013 53,11
Severná,080 06,49
Sielnica,962 31,76
Sigord,082 52,49
Sihelné,029 46,39
Sihelník,022 04,12
Sihla,976 53,10
Sikenica,937 01,30
Sikenička,943 59,42
Sila,951 24,40
Siladice,920 52,18
Silica,049 52,54
Silická Brezová,049 11,54
Silická Jablonica,049 43,54
Sirk,049 64,52
Sirník,076 03,68
Sitnianska,969 01,3
Sitnianska Lehôtka,962 65,28
Sitník,091 01,64
Skačany,958 53,43
Skala,913 31,69
Skalica,909 01,59
Skalica,976 81,10
Skalité,023 14,12
Skalka nad Váhom,913 31,69
Skalská Nová Ves,913 31,69
Skároš,044 11,27
Skerešovo,982 62,52
Sklabiná,991 05,73
Sklabiňa,038 03,35
Sklabinský Podzámok,038 03,35
Sklené,038 47,71
Sklené Teplice,966 03,78
Skliarovo,962 12,13
Skrabské,094 33,74
Skubín,974 01,2
Skýcov,951 85,75
Sládkovičovo,925 21,16
Slaná Lehota,987 01,46
Slančík,044 17,27
Slanec,044 17,27
Slanec,962 05,13
Slanická Osada,029 01,39
Slanská Huta,044 17,27
Slanské Nové Mesto,044 18,27
Slaská,966 22,78
Slatina,935 84,30
Slatina nad Bebravou,956 53,1
Slatinka,962 01,76
Slatinka nad Bebravou,956 53,1
Slatinské Lazy,962 25,13
Slatvina,053 61,62
Slavec,049 11,54
Slavkovce,072 17,37
Slavnica,018 54,20
Slavoška,049 34,54
Slavošovce,049 36,54
Sľažany,951 71,75
Slepčany,951 52,75
Sliač,962 31,76
Sliač - kúpele,962 31,76
Sliačska Podpoľana,962 25,13
Sliepkovce,072 37,37
Slivník,076 12,68
Slizké,980 23,53
Slopkov,013 54,11
Slopná,018 21,48
Slovany,038 43,35
Slovenská Kajňa,094 02,74
Slovenská Ľupča,976 13,2
Slovenská Nová Ves,919 42,70
Slovenská Ves,059 02,21
Slovenská Volová,067 22,19
Slovenské Ďarmoty,991 07,73
Slovenské Kľačany,991 02,73
Slovenské Krivé,067 13,19
Slovenské Nové Mesto,076 33,68
Slovenské Pole,925 41,16
Slovenské Pravno,038 22,71
Slovenský Grob,900 26,44
Slovinky,053 40,62
Smilno,086 33,4
Smižany,053 11,62
Smolenice,919 04,70
Smolenická Nová Ves,919 04,70
Smolinské,908 42,58
Smolnícka Huta,055 65,17
Smolník,055 66,17
Smrdáky,906 03,58
Smrečany,032 05,32
Snakov,086 06,4
Snežnica,023 32,29
Snina,069 01,60
Snohy,962 05,13
Soblahov,913 38,69
Soboš,090 42,65
Sobotište,906 05,58
Sobôtka,979 01,53
Sobrance,073 01,61
Sobranecké Kúpele,073 01,61
Socovce,038 43,35
Sokoľ,044 31,27
Sokoľany,044 57,27
Sokolce,946 17,22
Sokolce - lúky,946 14,22
Sokolníky,951 46,40
Sokolovce,922 31,45
Soľ,094 35,74
Solčany,956 17,67
Solčianky,956 38,67
Solivar,080 05,49
Solka,972 13,50
Soľné,013 62,11
Soľnička,076 53,68
Soľník,090 31,64
Sološnica,906 37,34
Somorova Ves,972 25,50
Somotor,076 35,68
Sopkovce,067 22,19
Sotina,905 01,58
Spišská Belá,059 01,21
Spišská Nová Ves,,62
Spišská Sobota,058 01,47
Spišská Stará Ves,061 01,21
Spišská Teplica,059 34,47
Spišské Bystré,059 18,47
Spišské Hanušovce,059 04,21
Spišské Podhradie,053 04,31
Spišské Tomášovce,052 01,62
Spišské Vlachy,053 61,62
Spišský Hrhov,053 02,31
Spišský Hrušov,053 63,62
Spišský Štiavnik,059 14,47
Spišský Štvrtok,053 14,31
Srňacie,026 01,14
Stakčín,067 61,60
Stakčínska Roztoka,067 61,60
Stanáková,972 28,50
Stanča,076 16,68
Stankovany,034 92,55
Stankovce,072 21,37
Stankovce,076 61,68
Stará Bašta,980 34,53
Stará Bystrica,023 04,12
Stará Gala,930 34,15
Stará Halič,985 11,33
Stará Huta,962 25,13
Stará Huta,968 01,77
Stará Kremnička,965 01,78
Stará Lehota,916 35,41
Stará Lesná,059 52,21
Stará Ľubovňa,064 01,63
Stará Myjava,907 01,38
Stará Turá,916 01,41
Stará Voda,053 34,17
Staré,072 23,37
Staré Hory,976 02,2
Starina,065 46,63
Starňa,982 01,52
Starý Hrádok,935 56,30
Starý Smokovec,062 01,47
Starý Tekov,935 26,30
Staškov,023 53,12
Staškovce,090 23,64
Stebnícka Huta,086 33,4
Stebník,086 33,4
Stolečné,013 32,79
Stolečné,018 03,48
Stošice,031 04,32
Stotince,059 94,21
Stožok,962 12,13
Stráňany,065 33,63
Stráňavy,013 25,79
Stráne pod Tatrami,059 76,21
Stránska,982 51,53
Stránske,013 13,79
Stratená,049 71,54
Stráža,013 04,79
Stráže nad Myjavou,908 41,58
Stráže pod Tatrami,058 01,47
Strážky,059 01,21
Strážne,076 52,68
Strážov,010 01,79
Strážske,072 22,37
Strečno,013 24,79
Streda nad Bodrogom,076 31,68
Stredná Revúca,034 74,55
Stredné Plachtince,991 24,73
Stredné Turovce,935 81,30
Stredný Sliač,034 84,55
Strekov,941 37,42
Strelenka,020 54,51
Strelnice,982 62,53
Strelníky,976 55,2
Stretava,072 13,37
Stretavka,072 13,37
Streženice,020 01,51
Striežovce,980 25,53
Strihovce,067 73,60
Stročín,089 01,65
Stropkov,091 01,64
Studená,980 34,53
Studené,900 46,57
Studenec,053 04,31
Studenec,972 28,50
Studienka,908 75,34
Studničná,034 96,55
Stuľany,086 43,4
Stupava,900 31,34
Stupné,018 12,48
Sučany,038 52,35
Sudince,962 71,28
Súdovce,962 71,28
Suchá,090 23,64
Suchá Dolina,082 43,49
Suchá Hora,027 13,72
Suchá nad Parnou,919 01,70
Sucháň,991 35,73
Suché,071 01,37
Suché Brezovo,991 03,73
Suchohrad,900 64,34
Sukov,067 02,36
Suľany,951 25,40
Sulín,065 46,63
Súľov,013 52,11
Súlovce,956 14,67
Súš,916 01,41
Sušany,980 12,46
Sútor,980 01,53
Svarín,032 33,32
Svätá Mária,076 35,68
Svätoplukovo,951 16,40
Svätuš,072 55,61
Svätuša,941 48,42
Svätuše,076 83,68
Svätý Anton,969 72,3
Svätý Jur,900 21,44
Svätý Kríž,032 11,32
Svätý Kríž,935 25,30
Svätý Peter,946 57,22
Svederník,013 32,79
Sverepec,017 01,48
Sveržov,086 02,4
Svetlá,980 52,53
Svetlice,067 16,36
Svidnička,090 02,65
Svidník,089 01,65
Svinia,082 32,49
Svinica,044 45,27
Svinice,076 37,68
Svinná,913 24,69
Svit,059 21,47
Svodín,943 54,42
Svodov,937 01,30
Svrbice,956 06,67
Svrčinovec,023 12,12
Sykavka,053 76,62
